,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,group,condition
AN11AN24,0.22430090900680877,0.1969635218423652,0.03529294998457577,0.20610532304690987,0.2308789143551484,0.3887984328356845,0.35416930173967937,0.4539027027208333,0.4626494481313789,0.3419051189724799,1.2051194277369988,0.25057310987986675,0.3261322228105726,0.3330396752763534,0.6129715952855764,0.5792360094594757,0.39451193589699607,0.11983012020983397,0.2714073402051701,0.5933268860222506,0.4858274547985926,0.2544527713894581,0.2170128515606038,0.33538902178931057,0.3261322228105726,0.22527184486230156,0.42247541752476875,0.27604200316761957,0.3591440283000877,0.3790383650537986,0.18170471007464087,0.12626873093019914,0.030691819916228047,0.1789653642888514,0.22105613982621253,0.05831933924922855,0.1610491025767088,0.10180105428828493,0.35416930173967937,-0.08945657853499622,0.06340281896468658,0.16971855275141035,0.2633507785571314,0.5709700217725682,0.4509340753272626,0.12091559509013428,0.5068616373472878,0.2308789143551484,control,10Hz050
AN11AN24,0.3474685017085976,0.03454876884832331,-0.11933004672622971,0.03386138849223391,0.20459819897749842,0.19444573413995436,0.09950612917629992,0.4166507583539337,0.3292729157486987,0.3421894594843757,0.5790020865513581,0.15394565658950304,0.01638157025471887,0.019641742331976353,0.06004981900898121,0.04593636015577984,0.3482733144493167,0.2798087194058455,0.1942966240064068,0.14898121579412238,0.5463995988536824,0.033225830283219626,0.3609352977783553,0.25057310987986675,0.3419051189724799,0.2566991300583661,0.11211929752601169,0.2107835941139765,0.4847456133164579,0.12442868653584882,0.03386138849223391,0.1621030475259005,7.780486382129824e-05,-0.05745946249017353,0.22068997382606173,0.22105613982621253,0.16971855275141035,0.06949631474393603,0.05271529773354733,-0.0295593256808534,0.11549925824656493,0.002460779678737701,0.11037153412971934,0.20784170581103262,0.25383632109329785,0.2725963268588459,0.2885440664991149,0.2878780538337463,control,10Hz100
AN11AN24,0.37805399504828197,0.25383632109329785,0.13708289002849638,0.18888731685087062,0.07492046867106444,0.2512548727165804,0.17826292010356604,0.3192458181211889,0.3661181634178188,0.3230619385171803,1.1244717154904436,0.12828355400489766,0.1621030475259005,0.35416930173967937,0.4139543118528034,0.20164330482916965,0.14229628620747864,0.20164330482916965,0.39360873983057393,0.2839697414431123,0.8220932297958523,0.33538902178931057,0.23283363881810565,0.11840969893534448,0.038967681039356994,0.1471345799042773,0.12274983758637759,0.37948881511386334,0.4063017352522222,0.2714073402051701,0.1471345799042773,0.08155903673190051,0.03529294998457577,-0.028568954733976804,0.30116080308984217,0.1789653642888514,0.14229628620747864,0.1989541622773891,0.17715545570652264,-0.05745946249017353,0.022907716787317844,0.022141618431560484,-0.06761804209100264,0.22462272282142132,0.06246781692824144,0.156279555070781,0.17766471712956566,-0.030989896627595992,control,20Hz100
AN14RA27,0.46750082536352633,0.1655357647407144,0.26668866360350696,0.46833554527075194,0.09198478698189566,0.30116080308984217,0.2798087194058455,0.3356546090003643,0.3790383650537986,0.2279382707926737,0.8768918154541037,0.18888731685087062,0.2687195518207015,0.05668218342304547,0.08725151804262474,0.4858274547985926,0.2641713532029652,0.1942966240064068,0.17476815040946164,-0.0485187817536602,0.1989541622773891,0.15394565658950304,-0.01278902463374254,0.09323286753272336,0.04436499481365219,0.07492046867106444,0.1727842028057674,-0.02791360513458735,0.22749684199491832,0.2633507785571314,0.08980924440758864,0.16913681622018922,0.3386033684861485,0.2798087194058455,0.2619225030993733,0.04876726025218786,0.20459819897749842,-0.10460902068852262,0.032637768360204655,0.32359936087420016,0.07779907664579683,-0.04422334376813403,0.2130040912451231,0.29788448260663236,0.34579455213799354,0.032637768360204655,0.231901627297128,0.5029744148037835,control,10Hz050
AN14RA27,0.5234772519001447,0.23755295366682289,0.21780756130805562,0.3375536871868225,0.1498573295552575,0.4181196622388583,0.2714073402051701,0.1669940558492023,0.3136573787685397,0.29229688791269837,0.45088521081066946,-0.08860407849632446,0.0038373058823921724,0.14229628620747864,-0.16581386069367876,0.047969028077760045,0.1087742975016916,0.2795026129205206,0.1066903915260633,0.0026655694891084547,0.11037153412971934,0.01820699945807669,0.11037153412971934,0.003101138228410294,-0.022860719019090814,0.1365516562254298,-0.1104138828093098,-0.0784891307315505,0.05057632412560281,0.28526360628936237,-0.02791360513458735,0.06553148145462101,0.019641742331976353,0.08019454544825239,0.2770632487397351,0.05393020954923755,0.1922962013468844,0.10269101426669214,0.030691819916228047,0.11840969893534448,-0.23971936629584178,0.09084601169454937,0.31718835836712167,0.174074122352587,0.13048884178259762,-0.04535079588041713,0.11441513925993518,-0.012775713148221013,control,10Hz100
AN14RA27,0.4288776388830288,0.3136573787685397,0.11403090093388352,0.20752984051984769,0.1882905912544014,0.39451193589699607,0.5618996008261861,0.35425775752030575,0.3828043288330725,0.2714073402051701,0.46199986256989845,0.26668866360350696,0.20784170581103262,0.1942966240064068,0.003101138228410294,0.05057632412560281,0.14020158269775612,-0.04475487394776595,0.2798087194058455,0.22286110023740308,0.35108839988729085,0.17826292010356604,0.18561574955189014,0.5019917112774785,0.3136573787685397,0.07120601308101458,0.06161040216857061,0.17826292010356604,0.3356546090003643,0.24092623389645879,-0.01278902463374254,0.16779084918775308,0.1882905912544014,0.35425775752030575,0.12122039650787442,0.4624537313320659,0.2308789143551484,0.03454876884832331,0.1808400421615552,0.1808400421615552,0.18194836539185077,0.11037153412971934,0.2685356662731206,0.4633622405478462,0.09772329321078649,0.4102341840569241,0.40151001271357195,0.46979989952131307,control,20Hz100
BR28IK12,0.5922964311234735,-0.023537369267998598,0.17171804460313195,0.27535796867422196,0.2594833418209544,0.5554712832406024,0.4186912279888467,0.38646243172016403,0.1950906296301318,0.19193840187094097,1.1483597971802515,0.2537471299500128,0.05097126881007619,0.1971056172668953,0.14966909435531964,0.18176509522549456,0.3803882990729173,-0.08823054470316716,0.10241439456778301,0.5340977683288115,0.45297256344218373,0.2993827368545872,0.11646390328207451,0.22808115531074163,0.37342041875958576,-0.10432151365695463,0.21164604875966964,0.08459126966131136,0.22459060931358157,-0.12639196320415882,0.20799621557476194,0.06748063077596878,0.056424176765293974,-0.05433339935777426,0.007473593526465039,-0.04095758921221556,0.014401108576447745,0.03972864703900081,0.21516178927266133,0.26926640490017356,0.008745934432703106,0.1516390115101659,-0.022885768737861245,0.013926162759124594,0.04996635542440664,-0.22826250862769015,0.22919749525171126,0.11641459093263222,sr,10Hz050
BR28IK12,0.20365630366683896,0.03905421138147963,0.1498933617859859,0.34197674779156845,0.2008976020753252,0.23731124815875748,0.26067680626497625,0.007655175694895711,0.43864730609893604,0.11321590050610514,0.40233505175351747,0.2186811180906474,0.16741611502112388,0.5615929328003387,0.369200275462799,0.3390140722461664,0.3746383457382574,0.37144024595144054,0.2793790286413936,0.5509534947383998,0.3671821593923476,0.2894336338992005,0.17189709051687047,0.15112255020386423,0.3832832103760067,0.05280593822997337,0.26067680626497625,0.18236031040998832,0.36541773039646724,0.14806063755026788,0.13026040955852308,-0.19082761214344124,0.1781082314775264,0.23400968366116404,-0.03648709376967907,0.24519396084791897,0.09880490177801571,0.0522445017990143,0.18236031040998832,0.05663650613843951,-0.07764539822831537,0.03583306572448955,-0.05062481628518234,0.008435486273939197,-0.04011370219845978,0.10975591874757851,0.27994172635054054,0.13388423837450164,sr,10Hz100
BR28IK12,0.4664268613879641,-0.025056880609484966,0.14122664676209767,0.29769488616084205,0.28274239345312707,0.35298682201932263,0.3734162533383343,0.20216889663761117,0.31755118859311016,0.3030511136126861,0.8539365186290282,0.05765058324663075,-0.12198091043251397,0.22406120344236174,0.19177057886984966,0.1781082314775264,0.2904163247863352,-0.022121819221933625,0.23442505529738128,0.16493597696743378,0.34889372438853306,0.12244440513599597,0.11910072406474415,0.18105493563759795,0.28274239345312707,-0.022565874059066404,0.12390007954640356,0.11767078493102529,0.14806063755026788,0.30416612421810746,-0.07413308851351064,-0.06870121489938813,0.30631592279999054,0.027613506877482097,-0.04332046481790208,0.10311548674395932,0.09681460046122004,0.1460838114863645,0.18647253550588683,0.02189136807124137,0.16109786658327252,0.15254685613141758,-0.023431178511840123,0.23400968366116404,0.0636474412413035,0.23400968366116404,-0.007957770279057752,-0.10435702561237137,sr,20Hz100
CA27EY11,0.5404133372921143,-0.029980484432905463,0.1445911617279947,0.2121653746307664,0.2822300935724752,0.019128693505689798,0.1831812661154818,0.3009243102588243,0.28728700274549246,0.19122609125817575,0.4684629604533268,0.174074122352587,0.1817550482966308,0.032637768360204655,0.002263383546879605,0.0008660075478258977,-0.012960340683036475,0.1969891417384384,0.05271529773354733,0.08425592013495138,0.5298548463348077,-0.04475487394776595,0.10145513011963248,0.06246781692824144,0.1904968200050778,0.1436247929562981,0.20752984051984769,0.09198478698189566,0.2382948911243296,0.1335385712949042,0.08363091786201744,-0.041591522265396766,-0.07727554795817643,0.1365516562254298,0.1610491025767088,0.14020158269775612,0.0028786758859362105,0.08656707945316874,-0.11435181962999619,-0.07118005872429983,0.08363091786201744,0.15394565658950304,0.0734072818091076,0.14582638214864682,0.300884900599224,0.046557993987948465,0.19651098559660918,0.2811339135386075,control,10Hz050
