,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,group,condition
AN11AN24,0.2988505747126437,0.28735632183908044,0.3793103448275862,0.382183908045977,0.3793103448275862,0.47413793103448276,0.4109195402298851,0.42528735632183906,0.39655172413793105,0.39655172413793105,0.2959770114942529,0.3620689655172414,0.25862068965517243,0.28735632183908044,0.3103448275862069,0.29310344827586204,0.3045977011494253,0.28160919540229884,0.25862068965517243,0.25862068965517243,0.28735632183908044,0.29310344827586204,0.25287356321839083,0.29310344827586204,0.3218390804597701,0.2988505747126437,0.2988505747126437,0.25862068965517243,0.27011494252873564,0.3132183908045977,0.26436781609195403,0.3275862068965517,0.3045977011494253,0.2988505747126437,0.3160919540229885,0.29310344827586204,0.3218390804597701,0.25862068965517243,0.23563218390804597,0.25287356321839083,0.2729885057471264,0.3045977011494253,0.29310344827586204,0.29310344827586204,0.30747126436781613,0.2729885057471264,0.3333333333333333,control,expt1
AN14RA27,0.3563218390804598,0.25862068965517243,0.3563218390804598,0.3103448275862069,0.3735632183908046,0.43103448275862066,0.40804597701149425,0.40229885057471265,0.39080459770114945,0.367816091954023,0.3218390804597701,0.3247126436781609,0.2988505747126437,0.3045977011494253,0.3132183908045977,0.27011494252873564,0.3505747126436782,0.3333333333333333,0.3218390804597701,0.3045977011494253,0.2844827586206896,0.3218390804597701,0.23563218390804597,0.28735632183908044,0.3045977011494253,0.3017241379310345,0.2988505747126437,0.3103448275862069,0.28735632183908044,0.25862068965517243,0.27586206896551724,0.27011494252873564,0.28160919540229884,0.2614942528735632,0.29310344827586204,0.29310344827586204,0.3045977011494253,0.27011494252873564,0.27586206896551724,0.25862068965517243,0.2471264367816092,0.3103448275862069,0.3045977011494253,0.29310344827586204,0.28735632183908044,0.27011494252873564,0.3045977011494253,control,expt1
CA27EY11,0.2844827586206896,0.3563218390804598,0.4827586206896552,0.40804597701149425,0.40229885057471265,0.4540229885057471,0.42528735632183906,0.4367816091954023,0.4425287356321839,0.4454022988505747,0.28160919540229884,0.41954022988505746,0.25287356321839083,0.27011494252873564,0.2471264367816092,0.28160919540229884,0.40229885057471265,0.3045977011494253,0.2844827586206896,0.27586206896551724,0.27586206896551724,0.27011494252873564,0.27011494252873564,0.29310344827586204,0.2844827586206896,0.3160919540229885,0.27011494252873564,0.29310344827586204,0.2471264367816092,0.2614942528735632,0.27011494252873564,0.26436781609195403,0.25287356321839083,0.2413793103448276,0.29310344827586204,0.27011494252873564,0.2413793103448276,0.2413793103448276,0.27011494252873564,0.27586206896551724,0.27586206896551724,0.28160919540229884,0.28735632183908044,0.27011494252873564,0.2988505747126437,0.26436781609195403,0.28160919540229884,control,expt1
CH15PE11,0.3563218390804598,0.3103448275862069,0.42528735632183906,0.42528735632183906,0.45114942528735635,0.6609195402298851,0.5057471264367817,0.5718390804597702,0.632183908045977,0.5114942528735632,0.3505747126436782,0.5459770114942529,0.27586206896551724,0.27011494252873564,0.26436781609195403,0.28160919540229884,0.3850574712643678,0.3103448275862069,0.27586206896551724,0.2988505747126437,0.3045977011494253,0.3103448275862069,0.27586206896551724,0.3620689655172414,0.28160919540229884,0.22988505747126436,0.2413793103448276,0.27586206896551724,0.25574712643678166,0.27011494252873564,0.2413793103448276,0.26724137931034486,0.27011494252873564,0.25574712643678166,0.28735632183908044,0.26436781609195403,0.25287356321839083,0.25287356321839083,0.2988505747126437,0.25287356321839083,0.29310344827586204,0.25287356321839083,0.29310344827586204,0.28735632183908044,0.3045977011494253,0.27586206896551724,0.27586206896551724,control,expt1
CI21LE06,0.3333333333333333,0.3333333333333333,0.4339080459770115,0.4425287356321839,0.47701149425287354,0.5114942528735632,0.5057471264367817,0.47701149425287354,0.5057471264367817,0.48563218390804597,0.3045977011494253,0.3505747126436782,0.29310344827586204,0.3218390804597701,0.3218390804597701,0.25287356321839083,0.3103448275862069,0.28735632183908044,0.28160919540229884,0.26436781609195403,0.27011494252873564,0.2988505747126437,0.28735632183908044,0.2471264367816092,0.27586206896551724,0.2844827586206896,0.2729885057471264,0.2844827586206896,0.25287356321839083,0.27011494252873564,0.2471264367816092,0.28735632183908044,0.2471264367816092,0.2471264367816092,0.25574712643678166,0.27011494252873564,0.2471264367816092,0.27011494252873564,0.27586206896551724,0.2413793103448276,0.28735632183908044,0.3045977011494253,0.29022988505747127,0.29310344827586204,0.3160919540229885,0.28735632183908044,0.3160919540229885,control,expt1
CL03NA22,0.3160919540229885,0.3160919540229885,0.3620689655172414,0.40229885057471265,0.39655172413793105,0.5114942528735632,0.42528735632183906,0.41954022988505746,0.42816091954022983,0.3994252873563219,0.2844827586206896,0.27011494252873564,0.26436781609195403,0.30747126436781613,0.26436781609195403,0.28735632183908044,0.28735632183908044,0.28160919540229884,0.27586206896551724,0.28160919540229884,0.27586206896551724,0.29022988505747127,0.27011494252873564,0.3333333333333333,0.2729885057471264,0.26436781609195403,0.25287356321839083,0.27011494252873564,0.25862068965517243,0.27586206896551724,0.2729885057471264,0.2442528735632184,0.28160919540229884,0.27586206896551724,0.22988505747126436,0.26436781609195403,0.29310344827586204,0.2471264367816092,0.2413793103448276,0.26436781609195403,0.26436781609195403,0.25862068965517243,0.28160919540229884,0.25862068965517243,0.26724137931034486,0.2988505747126437,0.2471264367816092,sr,expt1
DE02RD13,0.3265895953757225,0.32947976878612717,0.35260115606936415,0.36416184971098264,0.3468208092485549,0.3583815028901734,0.3468208092485549,0.35260115606936415,0.3699421965317919,0.384393063583815,0.3583815028901734,0.43063583815028905,0.35260115606936415,0.3930635838150289,0.3468208092485549,0.31213872832369943,0.36416184971098264,0.3468208092485549,0.34104046242774566,0.34104046242774566,0.34104046242774566,0.35260115606936415,0.34104046242774566,0.3352601156069364,0.3236994219653179,0.32947976878612717,0.3179190751445087,0.338150289017341,0.32947976878612717,0.3699421965317919,0.29768786127167635,0.3063583815028902,0.2774566473988439,0.3236994219653179,0.3063583815028902,0.3063583815028902,0.29190751445086704,0.28901734104046245,0.28901734104046245,0.2774566473988439,0.31213872832369943,0.30057803468208094,0.28901734104046245,0.2774566473988439,0.2658959537572254,0.2774566473988439,0.3352601156069364,control,expt1
ER10GE09,0.27011494252873564,0.2959770114942529,0.29310344827586204,0.3448275862068966,0.3218390804597701,0.42816091954022983,0.3505747126436782,0.3735632183908046,0.39655172413793105,0.39080459770114945,0.2988505747126437,0.3850574712643678,0.27873563218390807,0.28160919540229884,0.2988505747126437,0.27586206896551724,0.29022988505747127,0.28735632183908044,0.27011494252873564,0.27586206896551724,0.27011494252873564,0.25862068965517243,0.25862068965517243,0.3045977011494253,0.27011494252873564,0.2988505747126437,0.26724137931034486,0.27011494252873564,0.25862068965517243,0.27011494252873564,0.25287356321839083,0.25,0.2471264367816092,0.25287356321839083,0.22988505747126436,0.2413793103448276,0.2988505747126437,0.28160919540229884,0.25862068965517243,0.28160919540229884,0.26436781609195403,0.25862068965517243,0.28735632183908044,0.2844827586206896,0.28735632183908044,0.25287356321839083,0.29310344827586204,control,expt1
EV08IS06,0.3468208092485549,0.30057803468208094,0.4277456647398844,0.4595375722543352,0.5028901734104047,0.49710982658959535,0.5317919075144508,0.5028901734104047,0.5202312138728323,0.5086705202312138,0.3439306358381503,0.37572254335260113,0.2832369942196532,0.28901734104046245,0.2658959537572254,0.27167630057803466,0.2774566473988439,0.24855491329479767,0.2832369942196532,0.2543352601156069,0.2832369942196532,0.25722543352601157,0.27167630057803466,0.31213872832369943,0.24855491329479767,0.23699421965317918,0.24277456647398843,0.2947976878612717,0.2543352601156069,0.2658959537572254,0.26878612716763006,0.2543352601156069,0.27167630057803466,0.24277456647398843,0.23121387283236994,0.26011560693641617,0.2658959537572254,0.26011560693641617,0.2947976878612717,0.2774566473988439,0.24855491329479767,0.2832369942196532,0.27167630057803466,0.2774566473988439,0.2947976878612717,0.2658959537572254,0.30057803468208094,sr,expt1
IN30LA18,0.2947976878612717,0.31213872832369943,0.4913294797687861,0.47398843930635837,0.4913294797687861,0.6473988439306358,0.5202312138728323,0.4913294797687861,0.5346820809248555,0.48554913294797686,0.3352601156069364,0.5202312138728323,0.3179190751445087,0.30057803468208094,0.27167630057803466,0.3179190751445087,0.5028901734104047,0.3352601156069364,0.2947976878612717,0.2832369942196532,0.2543352601156069,0.32947976878612717,0.30924855491329484,0.5,0.30057803468208094,0.34104046242774566,0.31213872832369943,0.25722543352601157,0.2658959537572254,0.3063583815028902,0.2832369942196532,0.2658959537572254,0.29768786127167635,0.3063583815028902,0.26011560693641617,0.27167630057803466,0.23699421965317918,0.2774566473988439,0.27167630057803466,0.27167630057803466,0.2832369942196532,0.27167630057803466,0.3063583815028902,0.24277456647398843,0.24277456647398843,0.27167630057803466,0.28901734104046245,sr,expt1
