,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,group
AN11AN24,0.6646395008550219,0.31947618256659194,0.5593983230779661,0.43526872832141905,0.10072153651978621,0.35297732652897296,0.40875629160146265,0.5109818132626418,0.2545986846184236,0.25212895589027584,0.30242517518845735,0.10110430268103138,0.4605903285073976,0.05020095384111884,0.0,0.10059243859636297,0.3036013907235723,0.15073025511378513,0.10110430268103145,0.0,0.0,0.10241424972633399,0.0,-0.05020095384111884,0.20247606838243837,0.0,0.20247606838243837,0.07575479110941455,0.2526138848998605,0.0,0.050169385179270484,0.2542501261887431,0.3532063234962236,0.4071232085366465,0.05029621929818148,0.0,0.0,0.0,0.15227511454131942,0.15101775581796775,0.0,0.2596591195524937,0.2542501261887431,0.10059243859636303,0.05020095384111884,0.35858690642219215,0.2516440268806912,0.2534320055443018,control
AN14RA27,0.7811410174781758,0.43783521926496116,0.1524814720572652,0.5082275112176778,0.40498038130252817,0.536910548333986,0.6641730968643276,0.3532063234962236,0.4044497613622694,0.6162873304540951,0.35297732652897296,0.10059243859636297,0.2542501261887431,0.3569222546955277,0.17820519530542966,0.10202458617381219,0.10059243859636297,0.559398323077966,0.559398323077966,0.43783521926496105,0.2526138848998604,0.0,0.2009312089549039,0.4049803813025282,0.15101775581796775,0.20928009430691358,0.15296640106684978,0.36464330357340397,0.45660394626010314,0.35575557562140586,0.10110430268103145,0.0,0.3532063234962236,0.28517044117111967,0.4678817565103436,0.4039191414220107,0.10294486966659287,0.2009312089549039,0.2554168052628649,0.25261388489986053,0.0,0.15179018553173484,0.35858690642219215,0.0,0.2014430730395724,0.0,0.0,0.1030959997908713,control
CA27EY11,0.8798263313464677,0.35575557562140586,0.200931208954904,0.28517044117111956,0.6145763867514061,0.6722245121283146,0.5655745125283079,0.7213137620546454,0.790540396623989,0.7213137620546453,0.9446663374534439,0.578453627814384,0.4426190329962448,0.45751469329189065,0.4071232085366465,0.0,0.4060517949195874,0.0,0.0,0.050552151340515654,0.31005060430773784,0.3055861904421354,0.6111723808842708,0.561694631188429,0.4381368422379694,0.35575557562140586,0.2064977369871654,0.1507302551137852,0.20928009430691352,0.0,0.15179018553173496,0.3538976100217538,0.10110430268103131,0.1507302551137852,0.0,0.1262116769928675,0.2514833602954196,0.10202458617381213,0.0,0.35458889654728404,0.30242517518845746,0.7717665121100505,0.8728395048976543,0.7717665121100505,0.7706409328151355,0.8277036937842699,0.6646395008550219,0.9924992899619065,control
CH15PE11,0.8252336320808016,0.25812130194474026,0.07690294516464603,0.10033877035854097,0.35274832956172253,0.2534320055443018,0.6145763867514061,0.508227511217678,0.561694631188429,0.5616946311884291,0.4352687283214191,0.20571118500457247,0.25212895589027584,0.10059243859636303,0.0,0.05029621929818155,0.20247606838243828,0.0,0.20512058596468344,0.15456843462416778,0.319476182566592,0.0,0.05039148475524419,0.25658348433698674,0.05039148475524412,0.15296640106684972,0.3674161520328915,0.3067844381781056,0.1515026848275523,0.3820853497854337,0.20144307303957226,0.050169385179270484,0.10033877035854097,0.0,0.17729444827364194,0.0,0.0,0.25658348433698674,0.0,0.12929977171803853,0.12630694244993013,0.05078114830776612,0.5075457611531408,0.5601663500416687,0.4566039462601031,0.8403579676577767,0.6674581423143834,0.7712037224625929,control
CI21LE06,1.1061053554018618,0.35458889654728404,0.30281483874097936,0.6145763867514061,0.9446663374534439,0.8365308608304518,0.8365308608304518,0.7717665121100505,0.7384743378717014,0.7780495389958648,1.0433461901746253,0.4556931992283155,0.5747869186308336,0.20619199958174247,0.20247606838243837,0.20093120895490407,0.15063498965672245,0.12621167699286762,0.35297732652897296,0.1506349896567225,0.508227511217678,0.4049803813025282,0.23029516425369884,0.3043879427061652,0.05039148475524412,0.1506349896567225,0.0,0.0,0.0,0.05020095384111884,0.1513052565221503,0.15073025511378513,0.0,0.050169385179270484,0.0,0.25261388489986053,0.0,0.0,0.0,0.0,0.10033877035854097,0.23184544137111635,0.17660316174811175,0.3028148387409793,0.3532063234962236,0.200931208954904,0.25658348433698674,0.5711202094472833,control
CL03NA22,1.6820466953319713,0.41771237133107303,0.49248943427222325,0.7780495389958648,0.8264686629325357,0.5892199777885125,0.935763513020687,0.9020347268372311,0.9932978852289068,0.9790462602606349,0.9020347268372311,0.3550642890958756,0.45905251089964416,0.0,0.150922490360905,0.1522751145413196,0.0,0.20649773698716534,0.2542501261887431,0.10059243859636303,0.2521289558902759,0.1505397241996598,0.3020355116359352,0.18246410493277024,0.1505397241996598,0.0,0.0,0.1507302551137852,0.2542501261887431,0.0,0.05029621929818155,0.02510047692055942,0.200931208954904,0.05147243483329647,0.05029621929818148,0.0,0.0,0.050169385179270484,0.05013781651742212,0.0,0.20093120895490407,0.10072153651978613,0.30242517518845735,0.0,0.05020095384111884,0.30281483874097936,0.10033877035854097,0.45660394626010314,sr
DE02RD13,0.9357635130206872,0.3084175212429217,0.10059243859636303,0.05013781651742212,0.38758469089745373,0.4039191414220107,0.5068640110886035,0.6480563619849429,0.7712037224625929,0.5075457611531407,0.8365308608304518,0.6880828531164571,0.9357635130206869,0.6893023624327698,0.8327037540031269,0.8264686629325357,0.7171738128443843,0.562486417803137,0.6286545816555026,0.7265771041625684,0.7026283329804207,1.2922315687408865,1.4133365993812954,1.2547755870751354,0.8327037540031268,0.8721672636933777,0.5096046622401599,0.7192322001206881,0.7751693817949074,0.773467946952479,1.116415326978431,1.1787600148584476,0.35858690642219215,0.5096046622401599,0.4789665416251476,0.3313994669347302,0.6188995123283112,0.5209192556061643,0.3043879427061652,0.5616946311884291,0.5992198880962518,0.8071339041680996,0.7192322001206881,0.693820755785625,0.8804985725507444,0.7891871557974885,0.612865443048717,0.4605903285073976,control
ER10GE09,0.7891871557974885,0.20118714099723817,0.35458889654728404,0.46278620121967123,0.6378818992753383,0.561694631188429,0.669841327221349,0.8252336320808016,0.6923159775793839,0.5655745125283079,0.6111723808842708,0.25164402688069126,0.561694631188429,0.4071232085366465,0.4103893746662788,0.279309497986461,0.0,0.1522751145413196,0.1029448696665928,0.0,0.30242517518845735,0.17820519530542966,0.20928009430691347,0.30281483874097936,0.15227511454131942,0.10046560447745204,0.0,0.3043879427061652,0.05147243483329647,0.0,0.1517901855317348,0.0,0.2808473155942145,0.0,0.0,0.0,0.0,0.20093120895490407,0.0,0.0,0.05071281792578733,0.15296640106684972,0.10033877035854097,0.35858690642219215,0.35297732652897296,0.45905251089964416,0.4744481482722925,0.5605464771331976,control
EV08IS06,0.8277036937842699,0.4881152214355317,0.25212895589027573,0.35575557562140586,0.5075457611531407,0.31005060430773784,0.6111723808842708,0.5885154442090794,0.7192322001206879,0.7171738128443843,0.7751693817949075,0.2534320055443018,0.3028148387409793,0.0,0.10241424972633399,0.0,0.0,0.0,0.10059243859636297,0.20093120895490407,0.10059243859636297,0.4859230425102742,0.0,0.30281483874097936,0.20247606838243837,0.10059243859636303,0.07552579414216401,0.0,0.0,0.28396347179926895,0.0,0.10033877035854097,0.05071281792578733,0.17820519530542966,-0.05029621929818148,0.0,0.2320061079563877,0.0,0.2545986846184236,0.10447315081335319,0.02506890825871106,0.3020355116359352,0.20756915060422448,0.10515490087789037,0.05039148475524412,0.10515490087789044,0.3904648480984111,0.4039191414220107,sr
IN30LA18,1.3489795003921634,0.3028148387409793,0.30203551163593534,0.7182030064825361,0.8252336320808016,1.0782202385438624,1.351659840201841,0.9932978852289068,1.1115331271166982,1.231285833142211,1.2278744697517543,0.5784536278143838,0.3020355116359355,0.33442035768272194,0.0,0.25164402688069126,0.4039191414220107,0.559398323077966,0.4039191414220107,0.25261388489986053,0.35274832956172253,0.0,0.3055861904421354,0.0,0.4071232085366465,0.2534320055443018,0.31005060430773784,0.37082692917410776,0.0,0.0,0.10084837063869714,0.0,0.0,-0.05071281792578705,0.0,0.2009312089549039,0.07690294516464603,0.20381753631065752,0.0,0.0,0.2808473155942145,0.20619199958174256,0.05020095384111884,0.05013781651742212,0.3945935778987442,0.0,0.0,0.5130824205178528,sr
