,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,group,condition
AN11AN24,0.5477707006369427,0.6050955414012739,0.5987261146496815,0.5222929936305732,0.5636942675159236,0.5923566878980892,0.6114649681528662,0.5414012738853503,0.5414012738853503,0.5605095541401274,0.5222929936305732,0.5923566878980892,0.5286624203821656,0.49044585987261147,0.535031847133758,0.5636942675159236,0.5414012738853503,0.535031847133758,0.4968152866242038,0.5031847133757962,0.5159235668789809,0.5095541401273885,0.4872611464968153,0.5414012738853503,0.5063694267515924,0.5254777070063694,0.5222929936305732,0.554140127388535,0.5095541401273885,0.5095541401273885,0.5414012738853503,0.5764331210191083,0.5859872611464968,0.5095541401273885,0.4968152866242038,0.47770700636942676,0.4840764331210191,0.5286624203821656,0.5286624203821656,0.49363057324840764,0.5605095541401274,0.5414012738853503,0.5127388535031847,0.5095541401273885,0.5700636942675159,0.5414012738853503,0.5605095541401274,control,expt2
AN14RA27,0.5923566878980892,0.5414012738853503,0.5987261146496815,0.5859872611464968,0.6114649681528662,0.6242038216560509,0.5732484076433121,0.5732484076433121,0.6114649681528662,0.5732484076433121,0.5414012738853503,0.5477707006369427,0.5732484076433121,0.5286624203821656,0.5191082802547771,0.5286624203821656,0.6050955414012739,0.6050955414012739,0.589171974522293,0.5509554140127388,0.5031847133757962,0.535031847133758,0.5477707006369427,0.5286624203821656,0.5414012738853503,0.5414012738853503,0.5668789808917197,0.5955414012738853,0.5796178343949044,0.535031847133758,0.4840764331210191,0.5573248407643312,0.5605095541401274,0.5764331210191083,0.5668789808917197,0.5159235668789809,0.5414012738853503,0.5605095541401274,0.554140127388535,0.5031847133757962,0.5382165605095541,0.5668789808917197,0.5031847133757962,0.5382165605095541,0.4968152866242038,0.48089171974522293,0.535031847133758,control,expt2
CA27EY11,0.5668789808917197,0.5382165605095541,0.5732484076433121,0.6305732484076433,0.6242038216560509,0.6178343949044586,0.6369426751592356,0.6560509554140127,0.6305732484076433,0.6687898089171974,0.5987261146496815,0.5859872611464968,0.589171974522293,0.5859872611464968,0.5159235668789809,0.5732484076433121,0.5159235668789809,0.49044585987261147,0.5159235668789809,0.5668789808917197,0.5605095541401274,0.6178343949044586,0.6146496815286624,0.5796178343949044,0.5668789808917197,0.5477707006369427,0.5414012738853503,0.5605095541401274,0.49044585987261147,0.5286624203821656,0.5796178343949044,0.5286624203821656,0.535031847133758,0.5,0.5254777070063694,0.5414012738853503,0.5159235668789809,0.4872611464968153,0.5668789808917197,0.5605095541401274,0.6401273885350318,0.6560509554140127,0.6369426751592356,0.643312101910828,0.6496815286624203,0.6242038216560509,0.6942675159235668,control,expt2
CH15PE11,0.554140127388535,0.5286624203821656,0.5191082802547771,0.5796178343949044,0.5382165605095541,0.6242038216560509,0.589171974522293,0.6146496815286624,0.6146496815286624,0.5764331210191083,0.5414012738853503,0.554140127388535,0.5222929936305732,0.47770700636942676,0.5127388535031847,0.5191082802547771,0.49044585987261147,0.535031847133758,0.5414012738853503,0.5668789808917197,0.49044585987261147,0.49363057324840764,0.5700636942675159,0.5222929936305732,0.535031847133758,0.554140127388535,0.5636942675159236,0.5318471337579618,0.5732484076433121,0.535031847133758,0.5222929936305732,0.5159235668789809,0.5031847133757962,0.535031847133758,0.5191082802547771,0.5222929936305732,0.5414012738853503,0.5031847133757962,0.5286624203821656,0.5318471337579618,0.5159235668789809,0.6050955414012739,0.6050955414012739,0.5859872611464968,0.6369426751592356,0.6050955414012739,0.643312101910828,control,expt2
CI21LE06,0.5732484076433121,0.5732484076433121,0.6178343949044586,0.6751592356687898,0.6624203821656051,0.6528662420382165,0.6560509554140127,0.6496815286624203,0.6369426751592356,0.6878980891719745,0.589171974522293,0.6178343949044586,0.554140127388535,0.535031847133758,0.5414012738853503,0.5286624203821656,0.5222929936305732,0.5796178343949044,0.5286624203821656,0.5955414012738853,0.5796178343949044,0.5477707006369427,0.5668789808917197,0.5031847133757962,0.5222929936305732,0.5095541401273885,0.5031847133757962,0.5031847133757962,0.5159235668789809,0.5222929936305732,0.5222929936305732,0.49044585987261147,0.5159235668789809,0.5095541401273885,0.5477707006369427,0.4681528662420382,0.5159235668789809,0.5159235668789809,0.5222929936305732,0.5222929936305732,0.5477707006369427,0.535031847133758,0.5668789808917197,0.554140127388535,0.5445859872611465,0.5605095541401274,0.6114649681528662,control,expt2
CL03NA22,0.5828025477707006,0.5923566878980892,0.6496815286624203,0.6624203821656051,0.6242038216560509,0.6751592356687898,0.6751592356687898,0.6942675159235668,0.6878980891719745,0.678343949044586,0.5859872611464968,0.5828025477707006,0.5063694267515924,0.5222929936305732,0.5286624203821656,0.5159235668789809,0.5477707006369427,0.5414012738853503,0.535031847133758,0.554140127388535,0.535031847133758,0.554140127388535,0.535031847133758,0.5254777070063694,0.4968152866242038,0.48089171974522293,0.535031847133758,0.5636942675159236,0.5031847133757962,0.5222929936305732,0.5095541401273885,0.535031847133758,0.5095541401273885,0.5159235668789809,0.4745222929936306,0.46496815286624205,0.5222929936305732,0.5222929936305732,0.5031847133757962,0.5222929936305732,0.5382165605095541,0.554140127388535,0.5159235668789809,0.5095541401273885,0.554140127388535,0.5222929936305732,0.5923566878980892,sr,expt2
DE02RD13,0.5605095541401274,0.5095541401273885,0.5159235668789809,0.5732484076433121,0.5923566878980892,0.5987261146496815,0.6242038216560509,0.643312101910828,0.6050955414012739,0.6560509554140127,0.6273885350318471,0.6751592356687898,0.643312101910828,0.6624203821656051,0.6560509554140127,0.6337579617834395,0.6178343949044586,0.6178343949044586,0.6401273885350318,0.6369426751592356,0.7452229299363057,0.7579617834394905,0.732484076433121,0.6560509554140127,0.6496815286624203,0.5987261146496815,0.6496815286624203,0.643312101910828,0.6560509554140127,0.7133757961783439,0.7133757961783439,0.5923566878980892,0.6050955414012739,0.5859872611464968,0.5605095541401274,0.6114649681528662,0.6050955414012739,0.5796178343949044,0.6114649681528662,0.6178343949044586,0.6592356687898089,0.6369426751592356,0.6305732484076433,0.6656050955414012,0.6496815286624203,0.6114649681528662,0.6114649681528662,control,expt2
ER10GE09,0.5477707006369427,0.5668789808917197,0.5859872611464968,0.6178343949044586,0.6050955414012739,0.6305732484076433,0.6560509554140127,0.6305732484076433,0.6050955414012739,0.6050955414012739,0.554140127388535,0.6178343949044586,0.5923566878980892,0.5732484076433121,0.5605095541401274,0.4968152866242038,0.5222929936305732,0.535031847133758,0.5222929936305732,0.5573248407643312,0.5414012738853503,0.554140127388535,0.5605095541401274,0.5414012738853503,0.5222929936305732,0.5031847133757962,0.554140127388535,0.5191082802547771,0.4713375796178344,0.5222929936305732,0.48089171974522293,0.5573248407643312,0.5095541401273885,0.5031847133757962,0.5031847133757962,0.4585987261146497,0.5509554140127388,0.47770700636942676,0.5159235668789809,0.5095541401273885,0.5414012738853503,0.5318471337579618,0.5668789808917197,0.5668789808917197,0.589171974522293,0.6019108280254777,0.6050955414012739,control,expt2
EV08IS06,0.5923566878980892,0.5414012738853503,0.5668789808917197,0.5923566878980892,0.5636942675159236,0.6178343949044586,0.6146496815286624,0.6369426751592356,0.6369426751592356,0.6369426751592356,0.5509554140127388,0.5477707006369427,0.4968152866242038,0.5159235668789809,0.49363057324840764,0.5095541401273885,0.4968152866242038,0.5159235668789809,0.5286624203821656,0.5286624203821656,0.5796178343949044,0.49363057324840764,0.5605095541401274,0.554140127388535,0.5286624203821656,0.5031847133757962,0.5159235668789809,0.4745222929936306,0.5286624203821656,0.4968152866242038,0.5095541401273885,0.5414012738853503,0.5222929936305732,0.4840764331210191,0.5095541401273885,0.535031847133758,0.4968152866242038,0.5605095541401274,0.5477707006369427,0.5095541401273885,0.554140127388535,0.535031847133758,0.5286624203821656,0.5191082802547771,0.5159235668789809,0.5668789808917197,0.5605095541401274,sr,expt2
IN30LA18,0.5732484076433121,0.5605095541401274,0.6305732484076433,0.6560509554140127,0.7006369426751592,0.7452229299363057,0.6942675159235668,0.7133757961783439,0.7356687898089171,0.7133757961783439,0.6050955414012739,0.5700636942675159,0.554140127388535,0.5159235668789809,0.5445859872611465,0.5668789808917197,0.6019108280254777,0.5796178343949044,0.554140127388535,0.5477707006369427,0.5095541401273885,0.5573248407643312,0.4968152866242038,0.5573248407643312,0.5668789808917197,0.5700636942675159,0.5668789808917197,0.5031847133757962,0.5031847133757962,0.5318471337579618,0.5031847133757962,0.49044585987261147,0.4840764331210191,0.5031847133757962,0.535031847133758,0.5159235668789809,0.535031847133758,0.5095541401273885,0.5222929936305732,0.5477707006369427,0.5414012738853503,0.5159235668789809,0.5095541401273885,0.5859872611464968,0.4713375796178344,0.4840764331210191,0.5987261146496815,sr,expt2
